D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_147.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_147.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_147.jpg,0,0,0,2.436082E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_216.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_216.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_216.jpg,0,0,0,7.270494E-07
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_286.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_286.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_286.jpg,0,0,0,1.391175E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_355.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_355.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_355.jpg,0,0,0,1.358186E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_424.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_424.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_424.jpg,0,0,0,4.352594E-06
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_492.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_492.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_492.jpg,0,0,0,6.521994E-08
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_561.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_561.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_561.jpg,0,0.1853115,0,0.08865725
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_630.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_630.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_630.jpg,0,0.37581,0,0.291366
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_700.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_700.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_700.jpg,0,0.6018276,0,0.7333312
D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\center_2020_08_14_17_47_30_770.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\left_2020_08_14_17_47_30_770.jpg,D:\faculty\Licenta\Self-Driving Behavioral Cloning\Data\IMG\right_2020_08_14_17_47_30_770.jpg,0,0.7883202,0,1.178064
